id_cli,nomb_cli,apell_cli,tip_doc,num_doc,fec_nac,fec_alta,cod_segmento,score_buro,ciudad_res,depto_res,estado_cli,canal_adquis
48,,White,,238396193.0,2004-12-25,2023-08-20,BASICO,653.0,Chadville,Maryland,INACTIVO,WEB
49,Brenda,Stephens,CE,326888872.0,1992-12-13,2023-08-01,PREMIUM,520.0,North Adamside,Montana,INACTIVO,WEB
50,Alejandro,Parsons,CE,407698185.0,2011-02-01,,BASICO,553.0,Shannonstad,Arkansas,,APP
51,Carly,Rivera,CC,535423120.0,1994-09-26,2023-03-01,BASICO,664.0,Port Deanna,Utah,ACTIVO,OFICINA
52,Trevor,Underwood,CE,620992400.0,1993-05-06,2023-07-08,PREMIUM,600.0,Stonefort,North Carolina,ACTIVO,WEB
53,,Clark,CC,279921858.0,2008-02-21,2023-09-24,ESTANDAR,545.0,Tranberg,Montana,ACTIVO,WEB
54,Andrew,Ortiz,,326667453.0,1973-01-15,,PREMIUM,698.0,South Joseph,Arkansas,,OFICINA
55,Ashley,,CC,364449758.0,2016-06-10,2023-07-22,PREMIUM,641.0,Reedshire,Illinois,ACTIVO,APP
56,Alyssa,Johnson,CE,239461490.0,2015-01-10,2023-11-18,ELITE,493.0,Freemanburgh,Vermont,INACTIVO,WEB
57,Jason,Rowe,CE,376667147.0,1971-01-22,2023-02-01,ELITE,442.0,West Brendaport,New Mexico,INACTIVO,OFICINA
58,Angel,Berger,CC,346145894.0,2005-05-03,2023-11-08,ELITE,592.0,North Jennifer,Arizona,ACTIVO,OFICINA
59,Karen,Avila,CC,532001539.0,1974-08-11,2023-09-18,ESTANDAR,491.0,West Carolyn,Michigan,INACTIVO,OFICINA
60,Bruce,Young,CC,849857705.0,2011-02-28,2023-12-12,BASICO,463.0,West Sherrystad,Delaware,INACTIVO,APP
61,Douglas,Rodgers,CC,814061196.0,2013-01-03,2023-04-04,ELITE,762.0,South Anthonyport,Ohio,ACTIVO,WEB
62,Harold,Horton,CC,990889057.0,1987-04-23,2023-11-24,PREMIUM,640.0,South Amy,Missouri,INACTIVO,APP
63,Mark,Michael,CC,657217897.0,1993-10-05,2023-04-10,ELITE,623.0,Johnsonberg,Iowa,,APP
64,Rebecca,Hodges,CC,603345365.0,2002-08-25,2023-10-12,PREMIUM,631.0,Petersonview,Pennsylvania,ACTIVO,OFICINA
65,Mark,Oconnor,CC,737181048.0,2007-02-21,,ESTANDAR,536.0,Hurstville,Alabama,INACTIVO,OFICINA
66,Catherine,Shields,CE,455134289.0,1993-11-28,2023-01-25,ELITE,691.0,Olsonville,New York,ACTIVO,OFICINA
67,Isaac,Huynh,CE,633037074.0,1985-06-02,,PREMIUM,636.0,Schneiderhaven,New Mexico,INACTIVO,APP
68,Robert,Perez,CC,841327489.0,1998-01-26,2023-12-23,BASICO,574.0,South Danastad,Arkansas,,WEB
69,Beth,Wong,CE,621473035.0,2004-01-21,2023-04-27,ESTANDAR,589.0,Valentinefurt,Washington,ACTIVO,OFICINA
70,Melissa,Hawkins,CE,152450384.0,1984-02-26,2023-07-18,PREMIUM,527.0,Lake Sarah,Arizona,INACTIVO,WEB
71,Aaron,Thomas,CE,493921377.0,1988-08-01,2023-10-06,BASICO,609.0,East Laurenstad,Tennessee,INACTIVO,WEB
72,Andrea,Hall,CE,889349125.0,1984-04-29,2023-03-11,BASICO,626.0,Lake Heather,Pennsylvania,ACTIVO,WEB
73,Christopher,Park,CC,924734087.0,1981-09-28,2023-12-01,PREMIUM,606.0,West Barbara,Arkansas,INACTIVO,OFICINA
74,,Freeman,CE,436663164.0,1988-06-09,2023-03-20,ELITE,655.0,West Susan,Kentucky,INACTIVO,WEB
75,Christine,Jones,CC,815909426.0,2017-10-25,2023-12-20,BASICO,642.0,New Christophershire,Texas,ACTIVO,
76,Allen,Jones,CE,629911230.0,1987-02-01,2023-01-14,ESTANDAR,673.0,Kendraton,Indiana,ACTIVO,APP
77,Marissa,Scott,CE,206364344.0,2015-05-26,2023-01-29,BASICO,744.0,East Monica,Minnesota,INACTIVO,APP
78,Julie,Hammond,CE,540101758.0,1991-05-25,2023-05-24,ELITE,709.0,Ramirezchester,Oklahoma,INACTIVO,OFICINA
79,Tyrone,Marshall,CC,778130689.0,1998-06-09,2023-12-09,ESTANDAR,745.0,Stevenside,,ACTIVO,APP
80,Jessica,Allen,CE,223079175.0,1991-07-01,2023-01-10,ESTANDAR,565.0,Wallfurt,Michigan,INACTIVO,WEB
81,Mary,Dawson,CC,227287033.0,1974-05-20,2023-02-16,ESTANDAR,599.0,Leonardville,New York,ACTIVO,OFICINA
82,Jeffrey,,CE,462677898.0,1988-10-19,2023-09-17,PREMIUM,715.0,New Robert,Vermont,INACTIVO,OFICINA
83,Joshua,Price,CC,685706107.0,1980-02-10,2023-01-12,BASICO,717.0,Mistyton,Virginia,ACTIVO,WEB
84,Melissa,Franco,CE,182947380.0,1970-11-29,2023-10-25,ELITE,582.0,Lisatown,New Hampshire,ACTIVO,APP
85,David,May,CC,948496137.0,2007-07-15,2023-08-14,PREMIUM,711.0,Carolynville,Michigan,ACTIVO,WEB
86,,Campbell,CC,371217108.0,2008-08-18,2023-09-17,PREMIUM,555.0,Westborough,New Jersey,ACTIVO,WEB
87,Jeremy,Morgan,CE,336972243.0,2010-08-26,2023-03-25,ESTANDAR,698.0,West Samanthaville,Hawaii,INACTIVO,OFICINA
88,Angela,Carey,CC,132121967.0,2009-09-20,2023-12-14,PREMIUM,647.0,Strongstad,Illinois,INACTIVO,APP
89,Keith,Banks,CE,897905927.0,1997-04-12,2023-12-14,BASICO,511.0,Port Lisa,Montana,ACTIVO,APP
90,David,Mathis,CE,204880931.0,1986-09-20,2023-01-06,PREMIUM,606.0,Townsendburgh,Wyoming,ACTIVO,APP
91,Jasmine,Hines,CE,464927452.0,1990-01-29,2023-09-04,PREMIUM,850.0,Lake Brady,Ohio,ACTIVO,WEB
92,Juan,Boyer,CE,,2013-12-19,2023-02-04,ESTANDAR,670.0,East Jonathan,,INACTIVO,
93,Brittany,Wagner,CE,899920587.0,1988-03-22,2023-06-24,ESTANDAR,850.0,East Daniel,Vermont,ACTIVO,OFICINA
94,Nathaniel,Choi,CE,128715260.0,1984-07-14,2023-03-06,PREMIUM,505.0,Hollyside,Arizona,INACTIVO,OFICINA
95,Catherine,Orr,CE,779925261.0,1972-11-30,2023-05-27,ESTANDAR,725.0,West Traci,Colorado,INACTIVO,APP
96,Clifford,Monroe,CE,555271151.0,1994-11-11,2023-02-26,ELITE,396.0,Port Dennisberg,Connecticut,ACTIVO,
97,Rhonda,Wagner,CE,906237621.0,2000-06-07,2023-07-12,ELITE,649.0,Alextown,Minnesota,INACTIVO,OFICINA
98,Theodore,Wilson,,214908116.0,,2023-01-13,ELITE,713.0,Nelsonland,Massachusetts,INACTIVO,WEB
99,Tony,Gonzalez,CE,336725077.0,1993-04-22,2023-01-18,PREMIUM,733.0,East Bailey,South Carolina,ACTIVO,OFICINA
100,Kara,Walker,CC,349843348.0,1980-11-01,2023-09-03,BASICO,570.0,Carsonburgh,New Mexico,INACTIVO,WEB
101,James,Townsend,CC,687745515.0,1989-03-10,2023-06-12,BASICO,753.0,East Danielleville,Georgia,ACTIVO,OFICINA
102,Gabrielle,Brown,CE,516621873.0,2013-12-05,2023-12-09,ESTANDAR,596.0,Lake Derrick,Arizona,INACTIVO,WEB
103,Jennifer,Warren,CE,399442653.0,,,BASICO,633.0,Williamstown,Louisiana,ACTIVO,OFICINA
104,Mackenzie,Townsend,CE,,2010-03-19,2023-10-09,BASICO,606.0,Tranberg,South Carolina,INACTIVO,APP
105,April,Jenkins,CE,715918611.0,2019-02-25,2023-08-21,PREMIUM,536.0,South Glenn,Indiana,INACTIVO,APP
106,Joshua,Parker,CE,841505239.0,1996-08-03,2023-06-15,ESTANDAR,806.0,North Victoriaborough,Iowa,INACTIVO,APP
107,Luis,Lynch,CE,691993686.0,,2023-11-18,BASICO,654.0,Avilaberg,Utah,ACTIVO,APP
108,Eileen,Quinn,CE,110186886.0,2011-10-07,2023-01-26,ELITE,758.0,Madisonport,Washington,,OFICINA
109,Steven,Smith,CE,262691976.0,2014-11-14,2023-05-06,ESTANDAR,754.0,Rossport,Wisconsin,INACTIVO,
110,Jay,Phillips,CC,434509184.0,2009-05-05,2023-11-09,ESTANDAR,553.0,Moralesborough,Arizona,INACTIVO,WEB
111,Ashley,Hernandez,CE,471152165.0,1991-10-17,2023-10-08,,771.0,South Dennisshire,New Jersey,ACTIVO,WEB
112,David,Kennedy,CC,257680885.0,2018-01-21,2023-10-13,ELITE,,South Tracyville,Vermont,ACTIVO,APP
113,Stephanie,Williams,CE,583139260.0,1988-02-04,2023-10-10,BASICO,545.0,North Angela,Delaware,ACTIVO,APP
114,Samuel,Baker,CE,383455573.0,1970-12-14,2023-05-19,ELITE,694.0,,California,INACTIVO,APP
115,Kristin,Mason,CC,470756139.0,2003-12-26,2023-04-11,ESTANDAR,547.0,West Sara,South Carolina,INACTIVO,OFICINA
116,Christian,Nguyen,CE,538998857.0,1997-05-24,2023-01-11,ESTANDAR,810.0,,New Hampshire,ACTIVO,WEB
117,Jose,Mcmillan,,832446070.0,1987-10-19,2023-08-04,,,Estradaberg,North Carolina,ACTIVO,WEB
118,Elizabeth,Smith,CE,275809981.0,1977-01-18,2023-01-30,,642.0,Robertsshire,,INACTIVO,WEB
119,Jim,,CE,151552633.0,1984-06-08,2023-04-04,PREMIUM,776.0,Lake Sharon,Louisiana,INACTIVO,OFICINA
120,Kimberly,Campbell,CC,313294469.0,2015-04-07,2023-04-26,PREMIUM,491.0,North David,Idaho,INACTIVO,OFICINA
121,Gregory,Butler,CE,326838160.0,1993-10-21,,ESTANDAR,575.0,Richardhaven,Massachusetts,ACTIVO,WEB
122,Joshua,Davidson,CC,630510898.0,2017-03-28,2023-10-18,ELITE,624.0,,Vermont,INACTIVO,WEB
123,Elizabeth,Young,CE,371039781.0,1979-08-23,2023-02-08,PREMIUM,850.0,Williamstad,Virginia,ACTIVO,WEB
124,Kimberly,Crane,CC,420443954.0,1973-07-24,2023-01-24,ELITE,542.0,Lake Nicole,Kansas,ACTIVO,APP
125,Edward,Flores,CC,466803209.0,2003-06-22,2023-09-21,PREMIUM,479.0,Kellystad,Kentucky,ACTIVO,OFICINA
126,Jennifer,,CE,841981303.0,2001-06-08,2023-02-12,BASICO,505.0,Lake Andrea,Wisconsin,ACTIVO,WEB
127,Jenny,Murphy,,474808468.0,2002-12-24,2023-06-19,PREMIUM,740.0,Walterfort,Missouri,INACTIVO,APP
128,Nicholas,Davis,CC,177354231.0,,2023-12-06,ELITE,590.0,South Aarontown,New Jersey,ACTIVO,WEB
129,Victoria,Turner,CE,871375173.0,2010-05-26,2023-06-18,PREMIUM,634.0,Port Samantha,Georgia,INACTIVO,WEB
130,,Ferguson,CE,,1977-09-25,2023-10-30,BASICO,726.0,Maryberg,Delaware,ACTIVO,OFICINA
131,April,Palmer,CE,234649912.0,1986-05-01,2023-01-26,ELITE,634.0,Jonesstad,Florida,ACTIVO,WEB
132,David,Gill,CC,991529254.0,2017-07-23,2023-06-29,ELITE,,Hancockfurt,Tennessee,ACTIVO,OFICINA
133,Joseph,Rodriguez,CC,869441210.0,1980-04-25,2023-05-30,ELITE,703.0,Lake Donnaberg,Missouri,ACTIVO,OFICINA
134,Raymond,Horne,CC,241734929.0,2007-03-04,2023-05-13,ESTANDAR,606.0,Jacobmouth,Nevada,INACTIVO,WEB
135,Patricia,,CC,421675191.0,2003-08-04,2023-05-23,ELITE,633.0,Gonzalezton,Michigan,INACTIVO,APP
136,Charles,Allen,CC,100658139.0,1991-09-13,2023-06-13,ESTANDAR,674.0,North Fernando,Pennsylvania,INACTIVO,WEB
137,Katherine,Poole,CC,555955256.0,1978-07-05,2023-04-11,BASICO,736.0,New Angelabury,Alabama,INACTIVO,WEB
138,Elizabeth,Wilson,CC,988275699.0,1993-11-18,2023-03-04,ELITE,570.0,West Davidfurt,Colorado,ACTIVO,WEB
139,Heather,Sanchez,CC,475691615.0,2017-05-21,2023-04-03,ELITE,347.0,Aaronbury,Oklahoma,INACTIVO,APP
140,James,Mccarthy,CC,,1991-08-02,2023-07-26,ELITE,717.0,Griffinchester,Nevada,INACTIVO,OFICINA
141,Ashley,Hoffman,CE,,2006-11-01,2023-11-07,BASICO,742.0,New Garyborough,Massachusetts,ACTIVO,APP
142,Allison,Hernandez,CC,937339418.0,2017-01-31,2023-03-13,ESTANDAR,670.0,North Markchester,Delaware,ACTIVO,APP
143,,Murphy,CE,122992457.0,1990-11-10,2023-03-01,,676.0,South Isaacberg,Louisiana,ACTIVO,WEB
144,Alex,Richardson,CE,121094509.0,1972-02-22,2023-01-29,BASICO,593.0,New Sharonhaven,Florida,INACTIVO,WEB
145,Kayla,Smith,CE,434906360.0,2010-02-02,2023-01-19,BASICO,700.0,Kellymouth,California,INACTIVO,APP
146,Nicholas,Bennett,CC,180518323.0,1991-04-30,2023-03-14,BASICO,735.0,Barrettbury,Illinois,ACTIVO,OFICINA
147,Cameron,Vasquez,CC,649730217.0,2008-05-03,2023-12-23,ESTANDAR,655.0,Richardton,,INACTIVO,OFICINA
148,Peter,Davis,CC,366058271.0,2002-10-21,2023-09-03,ESTANDAR,850.0,North Erinfort,Kentucky,ACTIVO,WEB
149,Emily,Ortiz,CC,429887513.0,1983-09-17,2023-11-09,ESTANDAR,493.0,Lake Timothy,Nebraska,ACTIVO,
150,Timothy,,CE,612004938.0,,2023-11-20,ESTANDAR,666.0,Crawfordburgh,South Carolina,INACTIVO,
151,Sara,Zamora,CC,280112150.0,2014-04-24,2023-03-28,ESTANDAR,532.0,West Crystal,North Carolina,ACTIVO,OFICINA
152,Gerald,,CC,256599009.0,2000-12-03,2023-12-25,ELITE,737.0,New Anthony,Illinois,INACTIVO,APP
153,Bradley,Kim,CC,754153784.0,1985-06-08,2023-07-02,PREMIUM,491.0,West Christopherberg,Florida,ACTIVO,APP
154,Timothy,Payne,CC,326533555.0,2004-12-18,2023-07-16,PREMIUM,516.0,Rodneyburgh,,ACTIVO,WEB
155,Monica,Joseph,CC,851419623.0,2009-10-25,2023-09-01,ESTANDAR,586.0,West Dwayneburgh,Hawaii,ACTIVO,OFICINA
156,Brandon,Powell,CE,461482109.0,1999-11-13,2023-11-24,ESTANDAR,676.0,Port Jason,Illinois,ACTIVO,WEB
157,Chad,Barnes,CC,,2016-06-10,2023-04-28,ELITE,590.0,Richardburgh,Utah,INACTIVO,APP
158,Justin,Anthony,CE,606687964.0,2004-10-08,2023-03-23,ESTANDAR,591.0,Thompsonhaven,Illinois,ACTIVO,WEB
159,Marilyn,Allison,,293923647.0,1975-02-09,,ELITE,631.0,West Jimmystad,Colorado,ACTIVO,APP
160,Katherine,Banks,CE,304087750.0,1973-10-08,2023-08-22,ELITE,625.0,New Cody,Maine,INACTIVO,APP
161,Lisa,Reynolds,CC,907023847.0,2009-01-11,2023-12-31,BASICO,798.0,Oscarhaven,Arkansas,ACTIVO,WEB
162,Julie,Jackson,CC,932270624.0,2007-05-14,2023-06-02,BASICO,718.0,New Kelly,South Carolina,INACTIVO,OFICINA
163,Jessica,Salas,CE,503698900.0,1984-10-22,2023-09-29,ESTANDAR,617.0,Port Carolborough,Nebraska,INACTIVO,WEB
164,Jennifer,Mason,CE,103823873.0,1992-05-08,2023-02-04,ELITE,850.0,East Alexandraview,Ohio,INACTIVO,OFICINA
165,Jackie,Wade,,153293585.0,1987-03-16,,ESTANDAR,699.0,Nicholasmouth,Oregon,ACTIVO,WEB
166,Connie,Lutz,CC,,1975-05-31,2023-07-30,BASICO,,,Arkansas,INACTIVO,WEB
167,Daniel,Haynes,CE,837500064.0,1987-08-23,2023-05-19,BASICO,675.0,West Christina,Maine,ACTIVO,WEB
168,Whitney,Moon,CC,715303396.0,2006-06-25,2023-07-08,BASICO,703.0,Mitchellbury,Delaware,INACTIVO,APP
169,Jasmine,Payne,CC,271465953.0,1990-10-18,2023-10-27,BASICO,581.0,South Taylor,Utah,INACTIVO,WEB
170,Zachary,Clark,CE,601277267.0,1983-06-22,2023-09-09,BASICO,544.0,Port Denise,Iowa,INACTIVO,APP
171,Richard,Cabrera,,955035682.0,2017-07-28,2023-05-30,ESTANDAR,658.0,New Patricia,Iowa,ACTIVO,APP
172,Raymond,Conway,CC,575877810.0,1984-04-25,2023-12-07,ESTANDAR,613.0,Kaylahaven,Maine,INACTIVO,APP
173,Donald,Smith,,433345649.0,2002-03-02,2023-08-07,BASICO,797.0,Felicialand,Idaho,INACTIVO,WEB
174,Patrick,Bailey,CE,513162492.0,2013-01-10,,ESTANDAR,724.0,Davisstad,Maryland,ACTIVO,WEB
175,Ruben,,CE,404543477.0,2009-08-28,2023-07-09,BASICO,,Stevenport,Oklahoma,INACTIVO,WEB
176,Ernest,Grant,CE,760509073.0,1987-08-30,2023-08-22,BASICO,692.0,Mooreborough,Montana,INACTIVO,WEB
177,Brittany,Johnson,CC,454019949.0,2017-10-28,2023-06-25,BASICO,776.0,Millerborough,Massachusetts,INACTIVO,APP
178,Jamie,Johnson,CC,530350077.0,1970-01-21,2023-08-20,ESTANDAR,510.0,New Blakemouth,Nebraska,ACTIVO,OFICINA
179,Heather,Sanders,CC,381462871.0,2010-04-18,2023-12-24,ESTANDAR,547.0,Hamiltonchester,Kentucky,INACTIVO,OFICINA
180,,Massey,CC,603454279.0,2009-12-02,,ELITE,648.0,Jessicamouth,Florida,ACTIVO,APP
181,Christine,Johnson,CC,557944956.0,1997-09-13,2023-08-25,ESTANDAR,653.0,South Brittanybury,Pennsylvania,ACTIVO,APP
182,Mark,Cortez,CC,678995741.0,1996-06-17,2023-02-02,ESTANDAR,644.0,Tammyport,Nebraska,ACTIVO,OFICINA
183,David,Christensen,CE,601644971.0,1973-01-04,2023-08-01,PREMIUM,618.0,Juliaberg,,,OFICINA
184,Victor,Leblanc,CC,527326345.0,1977-03-22,2023-03-01,BASICO,,,West Virginia,INACTIVO,OFICINA
185,Kerri,Graham,CC,762462806.0,1993-06-30,2023-01-02,BASICO,688.0,Port Davidstad,Hawaii,ACTIVO,OFICINA
186,Jesse,Gilbert,,171279027.0,1991-03-16,2023-02-26,ESTANDAR,763.0,Bondburgh,Wyoming,ACTIVO,OFICINA
187,Erin,Andrews,CE,609198529.0,1990-06-02,2023-10-28,ESTANDAR,601.0,Tylerland,Pennsylvania,ACTIVO,WEB
188,Gregory,Castaneda,,377626073.0,1999-08-04,2023-10-14,ELITE,850.0,Wrightside,Rhode Island,INACTIVO,OFICINA
189,Alan,Tran,CC,594226595.0,2018-07-26,2023-05-18,PREMIUM,846.0,Cynthiabury,Massachusetts,INACTIVO,WEB
190,Edward,Robbins,CE,171414944.0,1987-07-13,2023-10-06,BASICO,,Loriside,Pennsylvania,INACTIVO,WEB
191,Danielle,,CC,532898990.0,1982-05-19,2023-08-02,BASICO,712.0,Brianfort,Ohio,ACTIVO,APP
192,Rachael,Howard,CC,248607500.0,2014-11-15,2023-08-27,ESTANDAR,850.0,Carpenterborough,Arkansas,ACTIVO,APP
193,Jody,Galvan,CC,962711591.0,1992-12-13,2023-10-12,ESTANDAR,620.0,New Brandon,South Carolina,ACTIVO,OFICINA
194,Cynthia,Hernandez,CC,173913944.0,2004-10-01,2023-01-31,PREMIUM,566.0,Josephfort,Rhode Island,INACTIVO,APP
195,Ronald,Mckenzie,CC,251207747.0,1981-12-02,2023-07-25,BASICO,597.0,West Timothyhaven,Idaho,INACTIVO,OFICINA
196,Jenny,Turner,CE,,2011-04-01,2023-10-01,PREMIUM,549.0,East Benjaminberg,Maine,INACTIVO,APP
197,Angela,Le,CE,661654674.0,2009-06-30,2023-01-11,BASICO,662.0,,Georgia,ACTIVO,APP
198,Amanda,Knapp,CE,895318481.0,2005-11-24,2023-12-25,ESTANDAR,,Marystad,Minnesota,INACTIVO,OFICINA
199,Brian,Bush,CC,983258084.0,1991-12-28,2023-02-16,PREMIUM,670.0,East Donna,,,APP
200,Philip,Meza,CC,271987805.0,2012-06-19,2023-01-03,ELITE,,West David,,ACTIVO,OFICINA
201,Latoya,Cole,CC,965280953.0,1983-12-02,,ESTANDAR,663.0,West James,South Carolina,INACTIVO,APP
202,Adam,Brennan,CE,133400086.0,1994-02-20,2023-03-13,ELITE,823.0,New Sydney,Rhode Island,INACTIVO,OFICINA
203,Eugene,Neal,CC,165320186.0,2003-09-22,2023-06-08,ELITE,712.0,Hallshire,Alaska,INACTIVO,WEB
204,Chad,Dixon,CC,237088309.0,1975-12-16,2023-05-10,ELITE,742.0,Youngfort,New York,INACTIVO,
205,Scott,Harrington,CE,829110223.0,2001-01-19,2023-01-22,BASICO,669.0,South Roger,Washington,ACTIVO,APP
206,Emily,Campbell,CC,392227904.0,2018-02-17,2023-05-15,ELITE,488.0,Trevormouth,Missouri,ACTIVO,WEB
207,Allison,Marquez,CE,510773643.0,1975-09-01,2023-01-20,BASICO,468.0,Cobbville,New Jersey,ACTIVO,WEB
208,Dana,Good,CE,,1979-03-13,2023-08-08,PREMIUM,850.0,Jamesfort,Maine,ACTIVO,OFICINA
209,Gregory,Forbes,CE,826434337.0,1994-02-12,2023-11-29,ESTANDAR,596.0,Jacksontown,Iowa,INACTIVO,OFICINA
210,Tammy,Taylor,CC,341481524.0,1981-08-15,2023-05-10,BASICO,588.0,Mcclainland,Oklahoma,ACTIVO,WEB
211,Megan,,CC,586618104.0,1974-12-17,2023-02-01,BASICO,674.0,Olivertown,Iowa,ACTIVO,OFICINA
